character,top sccs
鬀,鬀髴髨鬃髸鬂鬍鬞鬤鬟
鬁,鬁鬎鬗鬅鬜鬍髴髠鬛鬑
鬂,鬂鬃鬓髸鬟鬕鬒髨鬤鬀
鬃,鬃髸鬂鬓鬑鬤髨鬟鬀髳
鬄,鬄鬉鬂鬒髫鬇髳乽鬀鬟
鬅,鬅鬍髷鬜髴髵鬗鬀髩鬋
鬆,鬆鬏髹髿懸鬖髮髬鬈髢
鬇,鬇鬡髯髦鬙鬒鬕鬤髼鬂
鬈,鬈鬊髫髥髺髦髳鬌髻髼
鬉,鬉鬄髮鬘鬖髪髦髫鬇髲
鬊,鬊髺鬈髻鬌髫鬐髶髥鬟
鬋,鬋髵鬗鬍甏髷鬅鬜髩鬎
鬌,鬌鬐鬊髻髺髥髶鬟鬓鬢
鬍,鬍髵鬅髷髴鬗髩鬀鬜鬋
鬎,鬎鬁鬗鬅髴鬍鬋鬜髷髵
鬏,鬏鬆髹髿鬛鬗鬁髮鬣髢
鬐,鬐鬌髺髻鬊鬢蓍髶髼鬟
鬑,鬑髸鬃鬤髤髨髴髳鬀鬂
鬒,鬒鬕鬟鬂髯鬢鬓髶鬇鬞
鬓,鬓鬟鬂鬃鬕髶鬤髸鬒髻
鬔,鬔髼鬡髦鬇鬐鬓鬌耋髯
鬕,鬕鬒鬟鬓鬤鬢鬂鬞鬇髶
鬖,鬖髦鬉鬄髫鬈鬚髳髿戔
鬗,鬗髵鬍髩鬋鬅鬎鬛甏鬣
鬘,鬘鬟鬓鬕鬒鬉鬂鬞鬃鬄
鬙,鬙髯髾髺鬇髶髻鬒鬢鬡
鬚,鬚髪髳髫鬈髸髮髤鬖鬌
鬛,鬛鬣鬗鬠鬡髯髷鬍蚃髲
鬜,鬜鬝髷鬅髾髩鬍鬙髯髰
鬝,鬝鬜鬙髾髷鬅髩鬢臿髺
鬞,鬞鬕鬒鬀鬙鬓鬇鬡鬟鬤
鬟,鬟鬓鬕甏鬂鬒鬤髶髻髺
鬠,鬠髯髾髶髰髱髺髷髻鬡
鬡,鬡鬇髼鬔鬢髯髦鬙鬓鬞
鬢,鬢鬐鬕鬟鬒鬌髺鬡髶鬤
鬣,鬣鬛鬗鬠髯髷鬂髱鬍髲
鬤,鬤髸鬟鬕鬓鬃鬑鬂鬇髨
鬥,鬥門円鬧閅閂闇閙誾闩
鬦,鬦閗鬩团闻聞圔閈團囙
鬧,鬧閙閜鬥問閅門闔訚誾
鬨,鬨閧関鬩閲闌阗開闑闃
鬩,鬩闑闃閴閲闐圃圊阗聞
鬪,鬪鬭鬬闘閜鬮劚勵圌鬫
鬫,鬫闞闝鬪國阚閾矙阈敺
鬬,鬬鬭鬪闘閜囝閅圌劚鬮
鬭,鬭鬬鬪閜劚斸閅鬮闘鬧
鬮,鬮閸圛圗圉圃圌圖圑圔
鬯,鬯粤笞匕胷鷩孷鹙瞥驇
鬰,鬰鬱鰺槮鏒犙灪椮縿鲹
鬱,鬱鬰灪槮椮鰺鯵糁鏐犙
鬲,鬲冨畐富昌蒚羸吕宮高
鬳,鬳虐菺茩庴麞扈膚鳸詹
鬴,鬴肅骷萠誧融謫晡訷講
鬵,鬵鬻晉鬶詟蠶輦謷肇鶩
鬶,鬶鬹輦鬵鬻習驇薔晉賛
鬷,鬷騣艐鵔朡稯翪鯼椶謖
鬸,鬸謵騮謟譅韜蹓盥骝磂
鬹,鬹鬶鬻薔輦鬵菁習翯蓄
鬺,鬺觴碭膓舓諹畼晹暘腸
鬻,鬻鬵詟輦譻羃鬹苎輩鬶
鬼,鬼嵬皃蒐臰宠尹完見晃
鬽,鬽彪毝髟彤尨形彩颩虨
鬾,鬾魃魊魆曃妓荗奿荿豉
鬿,鬿赾齗所斦斯斲龂逝新
魀,魀兝齘尬斺骱瓰妎蚧鬿
魁,魁斞斟赳魈魕鬽櫆魀剋
魂,魂瑰动塊聭现观叇巍魄
魃,魃魆鬾魅勊魉魌越勉魊
魄,魄磈聭觇螝瑰眖醜覘眈
魅,魅魃沊趎魐魆魉龪兙魎
魆,魆越魉魃魊樾勊龪魅鬾
魇,魇厣厱餍庵黡療痷匲麕
魈,魈魍趙趟魑魁耥魀魓魋
魉,魉魆魎魍魃勊魅越赲殛
魊,魊魆鬾越尟毧魃樾鼤麼
魋,魋趡魖魓雉雃魑甦魀雅
魌,魌魐魃魒赽魉愳魍魕魆
魍,魍魈魓魉魎兡超甩魑耙
魎,魎魉魍魓魖魅趣赲题勊
魏,魏覣巍騩媿蘶麲瑰覶覒
魐,魐魅魕尲魌尮魒趚趃鼸
魑,魑魈魖魋魍鬽魌魎邋魉
魒,魒魐趮魌魓愳悪尮思趚
魓,魓魍魎魋趗魖魒兣韠魉
魔,魔麾穈麿廆摩黂魇黀庵
魕,魕赵魐趑龪趃趱魁鬽魆
魖,魖魎魋尴魅魑魓她魉尪
魗,魗覿靚靓誽覬覨覯詵說
魘,魘厴靨嬮壓庸擪黶鄺厭
魙,魙嬱聻劐覱鼝虋覓蹔冤
魚,魚角鱼焦色負龟炰包鸞
魛,魛鱽靭軔魩舠糿魫魴釖
魜,魜魞飤畒倝鮲鮘钬臥釞
魝,魝觓刣鯏刨剿創鮣劁削
魞,魞魜飤鮲釞畒圦鮘鮁叺
魟,魟飣钉鮏靪糽釭饤舡町
魠,魠魹飥軞毹鮀虴鯭飪馲
魡,魡鮒钓靮鮈約畃馰虳的
魢,魢鱾鲃紀鰛鮀鯝鮔紦鰓
魣,魣紓舒鯑鰠鯭鯒魳鮃鰮
魤,魤魮靴鈋鮘鮡魷訛鮴紪
魥,魥觙鮍魬馺鮁靸钑級鈒
魦,魦觘鯋紗緲尠鈔钞鮅粆
魧,魧魭魴鯇魳貥鈧鯨魫鮵
魨,魨鲀鮋魽飩鯆鮎魫鰣軘
魩,魩魛靿朆昒眑物軪吻岉
魪,魪紒魵蚧畍砎斺齘骱鮴
魫,魫鮴紞鮡魛鮇魷鮢鯠魜
魬,魬飯鮍鮁皈魥販魰舨鈑
魭,魭魧貦魳蚖鈨盶鮞魫岏
魮,魮魤魷皉靴毗鮘眦紕蚍
魯,魯鲁諅謈晷喜讏謩籑唇
魰,魰鮫馼紋盿蚊鈫餀鮍魬
魱,魱鰸鰏鮔鱷鱈鯶鰚鱏鱣
魲,魲鮜鮨馿鲘鯇鈩魹鰟魴
魳,魳鮞魺鲕鰤魧魭鮣鮒鰗
魴,魴魧鲂魛鯇觔鯨鮩鮄舫
魵,魵魪紛鮄筋魴魸鮯筯魷
魶,魶鮂靹軜納鮴鯏鮒魫鯠
魷,魷魮鱿觥魫鮲魤鮘鮄鮡
魸,魸鮎魽鰗鮄鮛魷觥魵飿
魹,魹魠飥毹軞毻氄鮀鯭蚝
魺,魺鯴鲄鮿鮞魳鰂鯽鮣鰤
魻,魻鯤鰅鰢鰓鯽鮿鯛魺鱓
魼,魼鮛鮇鮧鮢鯨鰈鰊鯮鲿
魽,魽鮕鮋鯆鮎魨鯂鰏鱷魸
魾,魾蚽鉟駓岯紑呸魟鈈鮴
魿,魿皊軨紷舲鯰鹷昤蛉聆
鮀,鮀鴕铊鮱紽蛇駝魠鼧魢
鮁,鮁魬魥鰍魜鮍鯠魞鮲觙
鮂,鮂魶鮰鯂鮖鯝鞇鮉鰌絪
鮃,鮃鮩魻飦魟軒軤鲆鯡鮮
鮄,鮄鮷鰈鰊鯢鯡鰗鮵鮇鮩
鮅,鮅飶鯋鉍铋魦魥觘鮁駜
鮆,鮆觜飺貲眥鰵貨髱歶鴜
鮇,鮇鮢鯟鰊鮛鯠絑觫魫鰈
鮈,鮈鮦鮑鮒絇鮪絢魡軥魺
鮉,鮉鮖鰼鱰鮥鰡鰪鯝鞀鰮
鮊,鮊鲌鮪鮋铂魽鉑鯧鮉鱛
鮋,鮋魽鮕鲉鯆魨触鮎鮚鯝
鮌,鮌铉絃舷蚿鰦眩胘鉉鮫
鮍,鮍鲏魥魬鞁魰皱紴鮁觙
鮎,鮎魽鮕魸鮏鮋魨鲇鯡鮚
鮏,鮏鮎鮭鯌魟鮕鯥鯭鮚鰪
鮐,鮐鮯鲐飴鯔貽紿軩鯑鮪
鮑,鮑鲍鮈鞄飽軳鮔鮒鮰鯯
鮒,鮒鯏鲋鮴鯯魡軵鮈鮘鮞
鮓,鮓鲊飵鮪鯡鮈鮒鮴舴鈼
鮔,鮔鰏觛鰸魱鯧鯂鱷鱏鯝
鮕,鮕鮚鮭鯆鯌魽鮋鮎鰙鲒
鮖,鮖鮉鯂鮂魽鮶鰙鮕鮪鰌
鮗,鮗鉖鴤終昸峂咚鼨终鮥
鮘,鮘鮲鴏魜魤鮴蚮絥魷魮
鮙,鮙鯽鰯鯏魛翖鮿鮣鯫翔
鮚,鮚鯌鮕鲒鮭鱔鱧鰽鰪鰙
鮛,鮛鮇鮢魼鮄鮴鯡魫鯮魸
鮜,鮜鲘鮨鯿魲缿鱋鮦斪鱸
鮝,鮝餋觠誊鲞貵鯗駦養齤
鮞,鮞魳魺鲕鰤輀鮿鮒鯯鯿
鮟,鮟鯜鯪鮫鲅鮾鯁鰒鮍鰬
鮠,鮠觤鯿蛫鮞鮸硊鱋臲鰌
鮡,鮡餆鞉銚絩罀铫駣魫聎
鮢,鮢鮇絑鯟鯠鰊铢鮛銖魫
鮣,鮣鯽鰂鮿鯏鰤魺魝鲫刨
鮤,鮤鴷鯊鱀蠫銐睂習鱟賚
鮥,鮥觡鯦餎鰠鴼辂賂輅絡
鮦,鮦鯝鲖鯿鮰鰏鯛鮈餇鱋
鮧,鮧鯟鰊鰈觫鯨魼鱙鯕鮄
鮨,鮨鮜鰭鰚鱆鯖鯧鱝鰖鰝
鮩,鮩鮷鮵鰟鮄餅魴軿缾餠
鮪,鮪鮊鲔鮈鮬魽鮖鮐鮓鰖
鮫,鮫魰鲛餃較铰鮟絞鉸较
鮬,鮬鮯鰫絝鰪鱒鮪鱎鯌魵
鮭,鮭鮕觟鲑鮚鯆鮮鯌鱈鯥
鮮,鮮觧鮭觯鯡鲜絴鮷鰜鯒
鮯,鮯餄鮐鮬鲐鞈铪鲙鯩韐
鮰,鮰鯝鮦鮂鰸絗鯂鯛絅鲖
鮱,鮱鮀鰺銠铑鮳蛯鯵咾鱫
鮲,鮲鮘絥鮴魜鰍魞魷鴏鮒
鮳,鮳鲓鯺鰭鰟鱃鰙鯦鰩鱨
鮴,鮴鮲鮒銝魫鮘鯠鮢穌魶
鮵,鮵鮩鮸鮷鯢鮄餅鋭觥魧
鮶,鮶鲪鱩鯃鰙鮖鱰鯧鯂鱷
鮷,鮷鮩鮄鮵鮸鰟綈鰜鰊鰈
鮸,鮸鮵輓鮷絻鯢鮄鮩鋔睌
鮹,鮹綃輎緔鱛鯒魽鞘銷鰌
鮺,鮺鲝鯗騫鶱齹養看蠧春
鮻,鮻鯼餕鵔鯪賐駿黢羧畯
鮼,鮼鰻綅锓鋟鳗駸饅鯁鯜
鮽,鮽艅賖鵌餘鯰賒絵駼馀
鮾,鮾餒綏鰀鯜鱫鯘鋖鞖鮟
鮿,鮿鯽鰤鰂魺鮣鯫輒鲫鲥
鯀,鯀緐繇鲧縣綔緜鰇絲銯
鯁,鯁鯾鮟鲠鯜鰻鯪鮼鮾鮍
鯂,鯂鰌鱏鯝鮖鮔鮂魽鱩鱐
鯃,鯃鱩鱬鰽鯌鯧鮶鰏鰖鱰
鯄,鯄觩絿銶賕鰥鰊鯠蛷綠
鯅,鯅綖鋋綎铤駳硟艇脠唌
鯆,鯆鮕鱐魽鮋鮭鯒魨鰝鮚
鯇,鯇鲩魧鱙鯮魴鮄鯢鯨輐
鯈,鯈脩儵絛鞗翛倏偹俻儋
鯉,鯉鱷鲤鱈鰉鮭鯹魱鯝魽
鯊,鯊鲨省挲鮤鷥鴛駌簝鶿
鯋,鯋魦觘鮅鰍鱍鯎鈔鮲飶
鯌,鯌鮚鮕鰙鯃鮭鰪鮏鲒鱧
鯍,鯍毓艈鯇锍鋶魪觭疏鯩
鯎,鯎鰔鰄鱡絾铖緘鱵輱鯳
鯏,鯏鯯鮒魝鯻鮣鰰鯽鮙魺
鯐,鯐鱋鯆鯷鰬鮕鰱鯾鰎魨
鯑,鯑鰩餙鱊魣鯒絺鮐鰠睎
鯒,鯒鲬鱊鯆鱐鮹鱬鮞鯑鰅
鯓,鯓鯕鰨鯣鰗鷠鰯鯤魽鮄
鯔,鯔鲻緇輜鰡辎鮐鮥鯺锱
鯕,鯕鱮鲯鯓綨顦鮧賟饃鰈
鯖,鯖鯞鰖鰿鱆鱝鱔鱚鰝鰚
鯗,鯗鮝鲝養舂誊睿賽觠鲞
鯘,鯘緌鱫鯪鮾餧鰀鱯鯚鮻
鯙,鯙綧鱄鱚鱔錞鰝鯞鱨鰚
鯚,鯚鱎鯘鱬鱭鱕鱰鰪鮬鰫
鯛,鯛鯝鰅鲷鱦鱱鮦鰂鰸魺
鯜,鯜鮟鰀鮾鯪鱫鯁鮼鯘鰒
鯝,鯝鮦鯛鮰鲴鯂鰅鰏鱷鲖
鯞,鯞鯖鰝鱘鱩鰚鰖鱬鱆鰿
鯟,鯟鰊鰈鮧鮇鮢觫餗鰁鯨
鯠,鯠鮢鮇鰊觩魜鮴綊騋魫
鯡,鯡鲱緋鮄鮮輫鮛鮎鮴魻
鯢,鯢觬鮵鮄鲵鮸鯇鯤鮷貺
鯣,鯣鰑觴緆鰨餳錫賜鯤鍚
鯤,鯤魻鰅鲲鰃鰨餛鰢鯛鯢
鯥,鯥鱹鮭鰙鰘鰆鮕鱈鮏鲑
鯦,鯦鮥綹鯺絡鰡觡觰鯔餎
鯧,鯧鲳鱨鰏鰽鰐鮔鰚鰉鯃
鯨,鯨鯮鲸鰊鯟綡魴鰁鯇鮧
鯩,鯩綸輪鮯蜦錀鯰論蝓鲶
鯪,鯪鮻鲮輘鯘鮟鯜鯼鯁綾
鯫,鯫鲰鯽鮿輙鱡鰍鰔鯎鰂
鯬,鯬睝錅鰲鳌螫鱉瞀鵹蜜
鯭,鯭鰛鰮鰪鱩鮚鱬鮏鯃魣
鯮,鯮鯨鯇鰁賩鮛綜鯟鮇錝
鯯,鯯鯏鰗鮒鰤鯻魽鯝鮞魝
鯰,鯰鲶魿鮽錜艌騐鯩趝埝
鯱,鯱鱋鯳虩錿鰬鯢鱥鮄琥
鯲,鯲棜唹鱤淤鰄锨眿魞鳡
鯳,鯳鯎鰔鰄鯱鱥觗鱡觚鱵
鯴,鯴魺鲺鯽鯛鰂鯫鰢鯝鰅
鯵,鯵鰺鲹贂縿醦黲碜黪鏒
鯶,鯶鱓鱏鱆鱦鯹魱鰸鱈鱺
鯷,鯷鳀鯹鱷鰉鰛鰎魻鱦鯛
鯸,鯸餱鰕緱鰷鮟鯾鱥鮴鮢
鯹,鯹鰸鱷鰏鯷鱈鱏鱹鯶鰉
鯺,鯺觰鮳鰙鯦鱃鰭鰡緒鯔
鯻,鯻鯏鰂鯯鯽魝鲗鮣铡蝲
鯼,鯼鮻緵艐鍐繌鯪鬷鱫騣
鯽,鯽鮣鮿鰂鲫鯫魺鰤鮙刨
鯾,鯾緶鰬鯁鞭鯤鰗鮍鯐缏
鯿,鯿鮦鱅鳊鮜鱋鱐鯞鮠鱸
鰀,鰀鱫緩鯜鮾鍰鯘綬锾鯼
鰁,鰁鳈鯮鯟鯨線鮇鰃鰈鰊
鰂,鰂鯽鮣鮿鲗魺鯻鲫鯛鲥
鰃,鰃鳂餵鯤鰓鰁鰅鍡鱢鰢
鰄,鰄鰔鯎縅鱤輱鱡黬縬蝛
鰅,鰅鯛鰢鯝鯤魻鱷鷠鰣鯹
鰆,鰆鰘鰪鯥賰鰫鰙鯞鱶鰽
鰇,鰇輮鞣鍒蝚鱢鰈鱌鯀韖
鰈,鰈鰊鯟緤鮄鮧鰾鱢鰜鲽
鰉,鰉鳇鯧鱈鯹鰏鰚鱚鱧鱨
鰊,鰊鯟鰈觫鮧鮇鮢鰜鮄鯨
鰋,鰋鰸鰬鰏鮔鰨鱋鰯鮦鯧
鰌,鰌鯂緧鯆鮹鞧輶鱛鯝鮖
鰍,鰍鳅锹鞦鮲鍬鱡鯫鯋鮁
鰎,鰎鰱鍵键鯷鯅鞬睷騝綎
鰏,鰏鮔鰸鱩魱鱷鯝鯧鮦鯹
鰐,鰐鷠鰞鯧鳄鱝鱰鱨鱧鯖
鰑,鰑鯣餳觴輰暢鰨鍚緆锡
鰒,鰒鳆輹緮蝮鮟鍑鰻鯜觼
鰓,鰓鰢魻鳃鰃鰅鰕緦鰁魢
鰔,鰔鯎鰄輱鱵鱤羬鍼緘鱡
鰕,鰕鱥鯸鰢鱡鱵鱞鯫鰯鰨
鰖,鰖鯖鱨鱚鰿綪鯞鰚鯧鰽
鰗,鰗鯯餬鮄魽魸鰳鰣鯆魳
鰘,鰘鰚鰆鰫鯥鱚鰪鱨鰉鱔
鰙,鰙鱃鯺鯌鱧鱹鯥鮚鰪鮕
鰚,鰚鱚鱆鰿縇鱣鰝鰘鯧鯞
鰛,鰛鰮鳁鯭緼鯷鱋鯝鰏鯹
鰜,鰜鱳鰊鰈鳒鮷鯟鮢鮄鮮
鰝,鰝鯞鱣鰽鰚鱩鱔鰏鯆鯖
鰞,鰞鷠鰐鴝鵤鰢鷡鵇鴿鯖
鰟,鰟鳑鱃鮷鱙鮩鮳鮄鱒鱔
鰠,鰠鰡鮥鰩鱊鱕鳋鯔魣鰼
鰡,鰡鰼鰠鯔餾鱛鯺鯦鰩鮉
鰢,鰢鰣鰅鷠鰓魻鱷鰕鰞鯤
鰣,鰣鰢鯆鰗鰅鯽鰞鲥鮿魨
鰤,鰤鮿鮣鮞魳鶳鯯鯽鰳魺
鰥,鰥鳏穌鯄鯠鮢鮇魫鮡鰁
鰦,鰦磁鱁镃鮌糍繸魦鎡稵
鰧,鰧膡賸騰膌腾腌螣縢黱
鰨,鰨鳎鰯鯤鯣鰑鰋鰕鱞鮦
鰩,鰩鯑鰠鰡鱊鮳鰭鯺鰘鱠
鰪,鰪鯌鮚鰙鰭饁鰽鰘鯭鯃
鰫,鰫鮬镕鰘鎔鮥綌鰆鰪穃
鰬,鰬鯾鰋鱴鮍鱋鮟鯐鱇鯱
鰭,鰭鰼鮨鮳鯺鰪鳍鱨鱊鰙
鰮,鰮鰛鯭鳁縕鮉鯯鎾鰪鯝
鰯,鰯鰨鮙鱞鰕鳎鰢鰋鯤鯫
鰰,鰰鯏鮴鰤鱜鮒鯯鯆鰳鮣
鰱,鰱鰎縺鯅繨縋鯐鱋鱗鱷
鰲,鰲鰵驁贅鳌譥鸄謷骜瞀
鰳,鰳鳓鰤劺鰗鯯鱡鯏鮒魝
鰴,鰴徹徽徾黴徵徴儆徶徼
鰵,鰵鰲贅饏鳘譥鱉瞀鹜鸄
鰶,鰶縩磜鱳暩穄総觻鑠鰷
鰷,鰷縧螩鱂鱳鱍鮴鯸魪鮲
鰸,鰸魱鰏鯹鮔鱷鮰鰋鱋鯝
鰹,鰹鲣鱰鱹鰼鱏鱺鱷鮙鯛
鰺,鰺鯵鲹縿黲贂鏒飻轸紾
鰻,鰻鮼鳗縵饅镘縷綅鰒鯁
鰼,鰼鳛鰡鰭鮉鯧鱰鮨鰠鯔
鰽,鰽鱧鱬鱨鱛鱣鱩鯃鰝鯧
鰾,鰾鰈鳔鱬縹鱰鱏鰃鱢鱓
鰿,鰿鱝鰚鯖鱑鰖鱆鱚鱶績
鱀,鱀暨寳曁鰵薋賛贊贄鮤
鱁,鱁繸鐩鰦礈穟鎡檖譢禭
鱂,鱂鏘鳉鰷蹡锵鯔鱲縧鮥
鱃,鱃鰙鰟鯺鮚鮳鮕鯌饈鱔
鱄,鱄鯙鱚鱘鱓鱆鱒鰚縳鏄
鱅,鱅鱱鱺鯿鱸鱐鯞鯛鮜鯶
鱆,鱆鰚鱚鯖鯶鰿鱓鱨鱏鱝
鱇,鱇鏮鰬鯳鰁鱱鱺鰃鯟鰋
鱈,鱈鳕鱏鱩鱚鱷鮭鯧鯹鱣
鱉,鱉鳖鰵瞥彆箵昝鄨鰲鞪
鱊,鱊鯒鰠鰭鰩鱎鯑鱐鱬鯂
鱋,鱋鯿鰸鰏鯱鯝鱸鯆鮦鯐
鱌,鱌鐌蟓餯嶑襐豫鰺橡缘
鱍,鱍鯋鰷鯰鯔鮲鮻鲶鏺魿
鱎,鱎鱬鯃鱕鱩鱊鰪鞽鮨鯚
鱏,鱏鯶鱈鱓鯂鱆鱹鯹鱰鱦
鱐,鱐鯆鱺鱩鯂鱅鯿鯒鯛鱬
鱑,鱑鱝鰿觵鱞鱆鯖績鱶鱙
鱒,鱒鰟鳟鮬鱄鱨鱛鱓鮮鮪
鱓,鱓鯶觶鱏鱆繟鱦鱄魻鱐
鱔,鱔鱚鱧鱨鮚鰝鯖鮭鱛鯞
鱕,鱕繙皤轓鱎鰠羳鐇鮹鯚
鱖,鱖鳜镢鐝蟩蹶锨嶥魥橛
鱗,鱗鳞繗鰟鮄鏻鮷鮩轔鱳
鱘,鱘鯞鱄鱚鱈鰚鰏鰿繥鱆
鱙,鱙鯇鰟鮄鰘鮭鯆鮧魧鮕
鱚,鱚鰚鱨鱆鰖繥鱔鯙鱄鱈
鱛,鱛鱧鰽贈鱨鰡鱔鮹鯌繒
鱜,鱜膷鰰鯏鮣鰍鮴鯽聊鯠
鱝,鱝鰿鱑鯖鱆鱶觵鯧鰐鱨
鱞,鱞繯轘鱑鰕鰯鰨镮鱝鐶
鱟,鱟觷覺鷽貿黌雤貵鷺竂
鱠,鱠繪瞺鱣鱛鱔鰽鱈鱨鰖
鱡,鱡鯎鯫鰍鰔鰄鰕鱥鱵繊
鱢,鱢鰈繰鲽鰃鰇鰊餜鯤鰾
鱣,鱣鳣饘鰚繵鰝鰽鱚鱈鱨
鱤,鱤鳡轗鰄鰔鯎輱鯲铽黬
鱥,鱥饖鱵鰕鱡鐬鯎鮍鯳鰔
鱦,鱦鯛鯶鯝鱏鱷鱓鯂鯹鮦
鱧,鱧鱨鰽鱛鳢鱔鮚鰙鰉鯌
鱨,鱨鱚鱧鰖鰽鯧鱆鱔鰚鱈
鱩,鱩鱬鰏鯃鱈鰽鱷鮶鰝鱐
鱪,鱪鱰鯧鱚鱈鱨鯹鰭鰐鰘
鱫,鱫鰀鯘鮾鑀緩鯜鯼鍰皧
鱬,鱬鱩鰽鯃鱰鯞鯆鱈鱎鮚
鱭,鱭纃鯚鑇鱗蠐艩鰠鯒鰹
鱮,鱮鯕鲯賟綨錪緓鰈鱳鮧
鱯,鱯鳠鯘镬鸌韄鰻艧鯕鱴
鱰,鱰鱪鱬鱏鱩鰙鮉鯃鰽鱈
鱱,鱱鱺鱅鯛鱸鱐鰢鰸鰅鰣
鱲,鱲蠟鑞鰷縧鱂臘鱍鱴鱵
鱳,鱳觻鰜轢纅鑠鰷鰶皪鯠
鱴,鱴鰬韈鰔鰄鯎鱥鮟鱵鯕
鱵,鱵鰔鯎鱥鰕鱡鰄饊鮲鯫
鱶,鱶鰿鱝鰆鰘鱑鰫觼鰖鰽
鱷,鱷鯉鰏鰸鱩鯹鯝鱈鮔魱
鱸,鱸鱅鱱鱋鯛鯿鱺鰚鰝鱆
鱹,鱹鯥鱏鰙鯹鰽鱈鱷鯂鱰
鱺,鱺鱱鱅鱐鯛鯶鱋鱸鱦鯿
鱻,鱻叄舝矗昪拿垒晷亀皇
鱼,鱼色龟簟箪魚負夐箽亀
鱽,鱽魛釖纫釰鲄鲂虭鲗鲫
鱾,鱾魢鲃鳁纪鲟鳃鲳鰛釲
鱿,鱿魷觥鲂魫鲈稣鲋絉鲵
鲀,鲀魨鲉鳓鲇纯飩鲃鲄鲥
鲁,鲁兽書箐嘗害喜軎讏魯
鲂,鲂魴鲸鱽鲩鲕鈁魧纺鱿
鲃,鲃鱾跁蚆魢鲀鈀舥靶鲴
鲄,鲄魺鲥鲺鲕鲫鱽鲗鲡鲷
鲅,鲅鲏鲮簐籔鮍酦皶鮟鈸
鲆,鲆鲜鲱鲇鲤鲉鲀蚲鲊鲄
鲇,鲇鲉鲌鲀鮎鲒魽鲆鮋酟
鲈,鲈鲽鲼鲌鲯鲔鱿鳑轳鲿
鲉,鲉鲀鮋鲇鲌鲒鲑鲴鲾鳓
鲊,鲊鮓鲔飵鈼鲱鲍蚱酢鲋
鲋,鲋鲕鮒鳓軵蚹鲥跗鉜鲊
鲌,鲌鮊鲔鲉鲇鲳鲈鉑鲃鲒
鲍,鲍鮑鲔飽鲖鲀鲊鲋鉋鞄
鲎,鲎営鸴誉堂喾蛍覚簟鳖
鲏,鲏鮍皱鲅皶鈹鞁蚾魬魥
鲐,鲐鲻鮐鮯飴鈶鲙鲔鳍餄
鲑,鲑鳝觟鲤鮭鲒鳢鲜鲉鲢
鲒,鲒鲭鮚鲑鲉鳝鯌鮕鯆鰽
鲓,鲓鮳鳍鯺銬觰鳑鲐鳋鳄
鲔,鲔鲌鮪鲊鲖鲍鲭鳤鲐鲒
鲕,鲕鲋鲡鲄鮞魳鲺鲥鲫鲴
鲖,鲖鮦鲴鲾鲷鳊鯝鲔鲘鲕
鲗,鲗鲫鰂鲥铡鲰鱽鲄刨鲺
鲘,鲘鮜銗鳊鲖鲪鳁鲾缿鳐
鲙,鲙鲶绘鮯絵鲐魿鮽鯰餘
鲚,鲚鲦蛴鳑鲩鲂跻鲸鮩鳞
鲛,鲛绞鮫餃较鉸蛟鲮铰皎
鲜,鲜觧鲑鳝鲱鲆鮮鲬鳑鳋
鲝,鲝鮺鯗着鲞羞誊韏耊養
鲞,鲞觠誊鮝眷巻拳弮昋餋
鲟,鲟鳄鳁鳇鱾鳗鳔鲤鳀鲭
鲠,鲠鲵鳀鲼鳁鲷鯁绠鲀鲲
鲡,鲡鲕鲥酾骊鲄鮞聏鲖鲫
鲢,鲢鲑鳐鲀鲜鲉鳝鳑鲤鰱
鲣,鲣鰹鲻鳛鲇铿鯔鲤鲴鲆
鲤,鲤鲑鯉鳀鳇鳕鲾鳢鲷鲴
鲥,鲥鲫鲄鲗鳓鲡鮿鰂鲕鲴
鲦,鲦绦鲚鲻终鉻鉖络鉹鮥
鲧,鲧緐鯀綔銯繇緜鲦鲚鱌
鲨,鲨鯊挲省登豋詧螀昝聳
鲩,鲩鯇鲂鲵鲸輐鋎鳈鲚鱙
鲪,鲪鮶鲳鲷鳀鳕鳔鲾鳑鲒
鲫,鲫鯽鲗鲥鲄鲰鰂鲺鮿鮣
鲬,鲬鯒鳋鲜鲕鲷鳤鲾鲖鲴
鲭,鲭鲒鳤鳄鲳鳕鳝鯖鲾鲔
鲮,鲮鯪鲛鲅绫鲏鲼輘錂鮟
鲯,鲯鯕鲽鱮绬錪綨鲈饃鳔
鲰,鲰鯫鲗踙鲫鳅輙鲥鳓鰔
鲱,鲱鯡绯鲜鳓鲆鲑鲊鲀觾
鲲,鲲鯤鲷鲵鳎鳁鳊鳀鲖鲠
鲳,鲳鯧鳕鳇鲪鳢鲭鲾鈻鲌
鲴,鲴鲖鲷鯝鲉鲥鲕鳁鲳鲾
鲵,鲵觬鲠鯢鲩鲷鲲鲼鳁鲽
鲶,鲶鯰鲙錜鋡纶艌魿鯩踗
鲷,鲷鲴鯛鲖鳀鲪鲄鲫鳙鯝
鲸,鲸鯨鳈鲂鲩鳒鍄纺辌鯮
鲹,鲹鯵鰺鏒骖醦贂飻碜黲
鲺,鲺鲄鲕鲫鯴魺鲷鲗鲥鲴
鲻,鲻鯔鲐缁錙鳋辎鳤輜鲦
鲼,鲼鲈鲠鲽鲵缋鳔鲅鲮鲯
鲽,鲽鲯鰈鲈鳔鳒鱢鲼鍱鲵
鲾,鲾鲖鳕鲤鲳鲪鰏鲭鳣鲴
